Company/Brand,Year1,Revenue1,Year2,Revenue2,Year3,Revenue3,Year4,Revenue4,Year5,Revenue5,HQ,Sector,Founders,Investor,Amount($),Stage,What it does,,,,,,,,,,,,,,,
Tamasha,2021,21000000,2022,15000000,2023,6000000,NA,NA,NA,NA,Mumbai,Entertainment,"Saurabh Gupta, Siddharth Swarnkar",Chiratae Ventures,3000000,Pre-series A,"Tamasha, the next-generation interactive entertainment platform.",,,,,,,,,,,,,,,
Revfin,2021,28000000,2022,20000000,2023,8000000,NA,NA,NA,NA,New Delhi,Financial Services,Sameer Aggarwal,"Ruchirans Jaipuria, Rishi Kajaria",4000000,Pre-series A,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",,,,,,,,,,,,,,,
Yu Foodlabs,2021,7000000,2022,5000000,2023,2000000,NA,NA,NA,NA,Gurugram,Food & Beverages,"Bharat Bhalla, Varun Kapur","Manish Choksi, Varun Vakil",1000000,Pre-series A,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,,,,,,,,,,,,,,,
MergerDomo,2021,3500000,2022,2500000,2023,1000000,NA,NA,NA,NA,New Delhi,Investment Banking,Hormazd Charna,Nadir B Godrej,500000,,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,,,,,,,,,,,,,,,
FarMart,2021,70000000,2022,50000000,2023,20000000,NA,NA,NA,NA,Gurugram,AgriTech,"Alekh Sanghera, Mehtab Singh Hans",Matrix Partners India,10000000,Series A,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,,,,,,,,,,,,,,,
Questt,2021,47250000,2022,33750000,2023,13500000,NA,NA,NA,NA,Gurugram,EdtTech,"Akhil, Mohsin M, Rohit Pande",Celesta Capital,6750000,Series A,Questt is a Free online homework app that lets teachers assign gamified homework to students.,,,,,,,,,,,,,,,
IDfy,2021,70000000,2022,50000000,2023,20000000,NA,NA,NA,NA,Mumbai,Information Technology,Ashok Hariharan,"TransUnion, Blume Ventures",10000000,Series D,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,,,,,,,,,,,,,,,
ClearDekho,2021,28000000,2022,20000000,2023,8000000,NA,NA,NA,NA,Ghaziabad,Retail,"Saurabh Dayal, Shivi Singh",Aroa Ventures,4000000,Pre-series A,ClearDekho is India?s Leading Affordable Eyewear Brand.,,,,,,,,,,,,,,,
BookingJini,2021,8400000,2022,6000000,2023,2400000,NA,NA,NA,NA,Gurugram,Hospitality,"Deepak Dash, Gourab Kumar Nandy, Manoj Pandia, Sibasish Mishra",Mumbai Angels Network,1200000,Pre-series A,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,,,,,,,,,,,,,,,
Sourcewiz,2021,21000000,2022,15000000,2023,6000000,NA,NA,NA,NA,Gurugram,Information Technology,"Divyaanshu Makkar, Vikas, Mayur","Blume, Alpha Wave Incubation",3000000,Seed,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,,,,,,,,,,,,,,,
Kafqa Academy,2021,9100000,2022,6500000,2023,2600000,NA,NA,NA,NA,Bangalore,E-Learning,Shariq Plasticwala,"Global Founders Capital, Enzia Ventures, Better Capital",1300000,Seed,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",,,,,,,,,,,,,,,
Storia,2021,42000000,2022,30000000,2023,12000000,NA,NA,NA,NA,Mumbai,Food & Beverages,Vishal Shah,Sixth Sense Ventures,6000000,Series A,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",,,,,,,,,,,,,,,
Clear,2021,525000000,2022,375000000,2023,150000000,NA,NA,NA,NA,Bangalore,Computer software,"Archit Gupta, Srivatsan Chari","Kora Capital, Stripe, Alua Capital",75000000,Series C,India?s leading FinTech SaaS platform,,,,,,,,,,,,,,,
Groww,2021,1750000000,2022,1250000000,2023,500000000,NA,NA,NA,NA,Bangalore,Financial Services,"Lalit Keshre, Harsh Jain, Ishan Bansal, Neeraj Singh",Iconiq Growth,250000000,Series E,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,,,,,,,,,,,,,,,
The Indus Valley,2021,7700000,2022,5500000,2023,2200000,NA,NA,NA,NA,Chennai,Consumer Goods,"Jagadeesh Kumar, Madhumitha Udaykumar","Rukam Capital, DSG Consumer Partners, The Chennai Angels",1100000,,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,,,,,,,,,,,,,,,
BharatPe,2021,70000000,2022,50000000,2023,20000000,NA,NA,NA,NA,New Delhi,Financial Services,"Ashneer Grover, Shashvat Nakrani",MAS Financial Services,10000000,,"BharatPe launched India?s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",,,,,,,,,,,,,,,
Teachmint,2021,546000000,2022,390000000,2023,156000000,NA,NA,NA,NA,Bangalore,E-Learning,"Divyansh Bordia, Mihir Gupta","Rocketship.vc, Vulcan Capital",78000000,Series B,Teachmint is an education infrastructure provider and India?s largest teaching platform.,,,,,,,,,,,,,,,
Porter,2021,700000000,2022,500000000,2023,200000000,NA,NA,NA,NA,Bangalore,Logistics & Supply Chain,"Pranav Goel, Uttam Digga, Vikas Choudhary","Tiger Global, Vitruvian Partners",100000000,Series E,Porter is India's Largest Marketplace for Intra-City Logistics.,,,,,,,,,,,,,,,
O4S,2021,42000000,2022,30000000,2023,12000000,NA,NA,NA,NA,Gurugram,Information Technology,"Divay Kumar, Shreyans Sipani","Think Investments, Venture Highway",6000000,Series A,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,,,,,,,,,,,,,,,
Wobb,2021,1400000,2022,1000000,2023,400000,NA,NA,NA,NA,Gurugram,Marketplace,Ishan Jindal,"Alok Kohli, Sanjeev Bhargava",200000,Pre-seed,The platform for marketers to find and work with influencers,,,,,,,,,,,,,,,
BASIC Home Loan,2021,24500000,2022,17500000,2023,7000000,NA,NA,NA,NA,Gurugram,Financial Services,"Atul Monga, Kalyan Josyula","Venture Catalysts, Gruhas Proptech",3500000,Series A,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,,,,,,,,,,,,,,,
Siply,2021,22400000,2022,16000000,2023,6400000,NA,NA,NA,NA,Bangalore,Financial Services,"Sousthav Chakrabarty, Anil Bhat","LetsVenture, AngelList India, Founder's Room Circle",3200000,Pre-series A,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1",,,,,,,,,,,,,,,
BankSathi,2021,3500000,2022,2500000,2023,1000000,NA,NA,NA,NA,New Delhi,Financial Services,Jitendra Dhaka,"Dinesh Godara, Anuj Ahuja, Aditya",500000,,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",,,,,,,,,,,,,,,
Gramophone,2021,70000000,2022,50000000,2023,20000000,NA,NA,NA,NA,Indore,AgriTech,"Tauseef Khan, Harshit Gupta",Z3Partners,10000000,,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",,,,,,,,,,,,,,,
E42,2021,37800000,2022,27000000,2023,10800000,NA,NA,NA,NA,Pune,Computer software,"Animesh Samuel, Sanjeev Menon",Pavestone Ventures,5400000,Series A,E42 is the world?s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,,,,,,,,,,,,,,,
Spottabl,2021,2800000,2022,2000000,2023,800000,NA,NA,NA,NA,Bangalore,HR tech,"Vanishri Deshpande, Satheesh K V, Anupam Choudhari","LetsVenture, Paradigm Shift VC, Binny Bansal",400000,Seed,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,,,,,,,,,,,,,,,
DeHaat,2021,805000000,2022,575000000,2023,230000000,NA,NA,NA,NA,Gurugram,Information Technology,"Amrendra Singh, Shyam Sundar, Adarsh Srivastav, Shashank Kumar","Sofina, Lightrock India, Temasek",115000000,Series D,DeHaat? is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,,,,,,,,,,,,,,,
Zolve,2021,280000000,2022,200000000,2023,80000000,NA,NA,NA,NA,Bangalore,Financial Services,Raghunandan G,DST Global,40000000,Series A,World's first cross-border Neobank,,,,,,,,,,,,,,,
Instoried,2021,56000000,2022,40000000,2023,16000000,NA,NA,NA,NA,Bangalore,Computer software,Sharmin Ali,"Pritt Investment Partners, 9Unicorns",8000000,,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",,,,,,,,,,,,,,,
Hypto,2021,21000000,2022,15000000,2023,6000000,NA,NA,NA,NA,Chennai,Technology,"Abhishek Rajagopal, Aravind Sriraman, Tholkappiyan Velavan",Stellaris Venture Partners,3000000,Seed,The next generation of web services that democratize access to finance for developers and businesses.,,,,,,,,,,,,,,,
Zenduty,2021,13300000,2022,9500000,2023,3800000,NA,NA,NA,NA,Bangalore,Computer software,"Ankur Rawal, Vishwa Krishnakumar",StartupXseed Ventures,1900000,Pre-series A,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams",,,,,,,,,,,,,,,
R for Rabbit,2021,35000000,2022,25000000,2023,10000000,NA,NA,NA,NA,Ahmedabad,Consumer Goods,Kunal Popat,Xponentia Capital Partners,5000000,,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,,,,,,,,,,,,,,,
Acko,2021,1785000000,2022,1275000000,2023,510000000,NA,NA,NA,NA,Bangalore,Insurtech,"Varun Dua, Ruchi Deepak","General Atlantic, Multiples",255000000,Series D,ACKO is India?s first and fastest growing InsurTech company which makes buying and using insurance effortless.,,,,,,,,,,,,,,,
LoveLocal,2021,126000000,2022,90000000,2023,36000000,NA,NA,NA,NA,Mumbai,Retail,Akanksha Hazari,Vulcan Capital,18000000,Pre-series B,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,,,,,,,,,,,,,,,
SupplyNote,2021,8400000,2022,6000000,2023,2400000,NA,NA,NA,NA,Noida,Food & Beverages,"Kushang, Abhishek Verma, Nitin Prakash, Harshit Mittal",Venture Catalysts,1200000,Pre-series A,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.",,,,,,,,,,,,,,,
Vakilsearch,2021,70000000,2022,50000000,2023,20000000,NA,NA,NA,NA,Chennai,Legal Services,Hrishikesh Datar,InCorp India,10000000,,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",,,,,,,,,,,,,,,
Cloudphysician,2021,28000000,2022,20000000,2023,8000000,NA,NA,NA,NA,Bangalore,Health Care,"Dr Dhruv Joshi, Dr Dileep Raman",Elevar Equity,4000000,Pre-series A,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,,,,,,,,,,,,,,,
Avanti Finance,2021,105000000,2022,75000000,2023,30000000,NA,NA,NA,NA,Bangalore,Financial Services,"Nandan Nilekani, Vijay Kelkar","Oikocredit, Nomura, The Bill & Melinda Gates Foundation",15000000,Series A2,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,,,,,,,,,,,,,,,
Vanity Wagon,2021,4900000,2022,3500000,2023,1400000,NA,NA,NA,NA,New Delhi,Consumer Goods,"Prateek, Naina Ruhail, Sahil Shreshtha",Inflection Point Ventures,700000,Pre-series A,Vanity Wagon is India's first true information oriented clean beauty marketplace.,,,,,,,,,,,,,,,
Purplle,2021,490000000,2022,350000000,2023,140000000,NA,NA,NA,NA,Mumbai,E-commerce,"Rahul Dash, Manish Taneja",Kedaara,70000000,,Purplle.com is one of India?s largest e-beauty destinations with more than 7 million monthly active users.,,,,,,,,,,,,,,,
MFine,2021,336000000,2022,240000000,2023,96000000,NA,NA,NA,NA,Bangalore,Health Care,"Prasad Kompalli, Ashutosh Lawania","Moore Strategic Ventures, BEENEXT",48000000,Series C,"MFine aims to make access to trusted healthcare simple, fast, and effective.",,,,,,,,,,,,,,,
Mentza,2021,2800000,2022,2000000,2023,800000,NA,NA,NA,NA,Mumbai,E-Learning,"Anurag Vaish, Tapasi Mittal, Fareesh Vijayarangam, Anand Parameswaran, Divya Balakrishnan",Inflection Point Ventures,400000,Seed,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform",,,,,,,,,,,,,,,
ConnectedH,2021,16100000,2022,11500000,2023,4600000,NA,NA,NA,NA,Gurugram,Health Care,"Shubham Gupta, Rahul Kumar, Suresh Singh","Kalaari Capital, Incubate Fund India",2300000,Seed,Connect different sectors of healthcare system and give the patients complete control over their information.,,,,,,,,,,,,,,,
CredAvenue,2021,630000000,2022,450000000,2023,180000000,NA,NA,NA,NA,Chennai,Fintech,Gaurav Kumar,"Sequoia Capital, Lightspeed, TVS Capital Funds",90000000,Series A,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,,,,,,,,,,,,,,,
Vedantu,2021,700000000,2022,500000000,2023,200000000,NA,NA,NA,NA,Bangalore,E-Learning,"Vamsi Krishna, Pulkit Jain, Saurabh Saxena, Anand Prakash",ABC World Asia,100000000,Series E,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,,,,,,,,,,,,,,,
Cusmat,2021,700000,2022,500000,2023,200000,NA,NA,NA,NA,Hyderabad,Computer software,"Abhinav Ayan, Anirban Jyoti Chakravorty",We Founder Circle,100000,Pre-series A,CUSMAT is India?s largest immersive skilling and training platform.,,,,,,,,,,,,,,,
Homeville,2021,49000000,2022,35000000,2023,14000000,NA,NA,NA,NA,Mumbai,Information Technology,Madhusudan Sharma,"9Unicorns, Varanium NexGen Fund",7000000,,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,,,,,,,,,,,,,,,
Coinshift,2021,17500000,2022,12500000,2023,5000000,NA,NA,NA,NA,Chandigarh,Blockchain,Tarun Gupta,"Sequoia Capital, Sandeep Nailwal",2500000,Seed,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,,,,,,,,,,,,,,,
Strip Finance,2021,2800000,2022,2000000,2023,800000,NA,NA,NA,NA,Hyderabad,Financial Services,"Varun Satyam, Yuvraj Chhibber, Yash Jejani","Old Fashion Research, Nothing Research, Tenzor capital",400000,Seed,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,,,,,,,,,,,,,,,
Ola Electric,2021,1400000000,2022,1000000000,2023,400000000,NA,NA,NA,NA,Bangalore,Electric Vehicle,Bhavish Aggarwal,"Falcon Edge, Softbank",200000000,,Charging ahead to accelerate the world?s transition to sustainable mobility.,,,,,,,,,,,,,,,
Kolo,2021,3850000,2022,2750000,2023,1100000,NA,NA,NA,NA,Bangalore,Construction,"Pranav Garg, Jery Althaf",Better Capital,550000,Pre-seed,Home construction app for finding ideas and service providers near you,,,,,,,,,,,,,,,
Chqbook,2021,35000000,2022,25000000,2023,10000000,NA,NA,NA,NA,Gurugram,Fintech,"Vipul Sharma, Rajat Kumar, Sachin Arora","Aavishkaar Capital, Rajiv Dadlani Group",5000000,Pre-series B,"Chqbook.com is India?s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.",,,,,,,,,,,,,,,
EV Plugs,2021,1050000,2022,750000,2023,300000,NA,NA,NA,NA,Gurugram,Information Technology,"Manish Narang, Kapil Narang, Ashwani Arora",,150000,,EV charging station aggregator platform,,,,,,,,,,,,,,,
Rulezero,2021,17500000,2022,12500000,2023,5000000,NA,NA,NA,NA,Bangalore,Financial Services,"Satish Mugulavalli, Srinivas Katta",The Treasury,2500000,Seed,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.",,,,,,,,,,,,,,,
CredRight,2021,18900000,2022,13500000,2023,5400000,NA,NA,NA,NA,Hyderabad,Financial Services,Neeraj Bansal,"9Unicorns, Spearhead Capital, Venture Catalysts",2700000,,"CredRight is a new age digital lending company 100% focused on Micro & Small businesses, making the process of availing loans simple",,,,,,,,,,,,,,,
Karbon Card,2021,84000000,2022,60000000,2023,24000000,NA,NA,NA,NA,Bangalore,Fintech,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha","Ramp, Rainfall Ventures, Roka Works, Y Combinator",12000000,Pre-series A,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.",,,,,,,,,,,,,,,
Auntie Fung,2021,2800000,2022,2000000,2023,800000,NA,NA,NA,NA,Bangalore,Food & Beverages,"Satrajit Das, Subhradeep Bhowmik",India Angel Network,400000,,Serving delectable and eclectic pan-Asian fare to all foodies in a quick-service & healthy format,,,,,,,,,,,,,,,
ePayLater,2021,70000000,2022,50000000,2023,20000000,NA,NA,NA,NA,Mumbai,Financial Services,"Aurko Bhattacharya, Akshat Saxena","Responsibility, Blue Ashva Capital, Pravega Ventures",10000000,Series B,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,,,,,,,,,,,,,,,
Fittr,2021,77000000,2022,55000000,2023,22000000,NA,NA,NA,NA,Pune,Health Care,"Rohit Chattopadhyay, Jitendra Chouksey, Suniel Shetty, Sonal Singh, Bala Dabbedi","Dream Capital, Elysian Park Ventures",11000000,Series A,"FITTR?s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.",,,,,,,,,,,,,,,
Medikabazaar,2021,525000000,2022,375000000,2023,150000000,NA,NA,NA,NA,Mumbai,Health Care,"Vivek Tiwari, Ketan Malkan","CDC Group, Creaegis",75000000,Series C,"Medikabazaar, India?s pioneering and largest online B2B marketspace for medical supplies and equipment.",,,,,,,,,,,,,,,
Delhivery,2021,875000000,2022,625000000,2023,250000000,NA,NA,NA,NA,Gurugram,Logistics & Supply Chain,Sahil Barua,"Lee Fixel?s venture capital firm, Addition",125000000,,Delhivery is a leading logistics and supply chain services company in India.,,,,,,,,,,,,,,,
