Company/Brand,Year,HQ,Sector,Revenue,Founders,Investor,Amount($),Stage,What it does,Latitude,Longitude
Policybazaar,2021,Gurugram,Insurtech,525000000,"Alok Bansal, Avaneesh Nirjar, Manoj Sharma, Tarun Mathur, Yashish Dahiya","Falcon Edge Capital, White Oak Global Advisors",75000000,,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,28.4594965,77.0266383
Livve Homes,2021,Bangalore,Rental,35000000,Maya Lakshman,Angel investors,5000000,,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",12.9715987,77.5945627
Juicy Chemistry,2021,Coimbatore,Health Care,44100000,"Megha, Pritesh Asher.",Akya Ventures,6300000,Series A,Juicy Chemistry operates as an eponymous consumer brand.,11.0168445,76.9558321
Svasti Microfinance,2021,Mumbai,Fintech,28000000,"Arunkumar Padmanabhan, Narayanan Subramaniam","Kayenne Ventures, Nordic Microfinance Initiative",4000000,,Svasti works with urban slum dwellers women microentrepreneurs.,19.0759837,72.8776559
Nexprt,2021,New Delhi,Consulting,14000000,Harsha Vardhan K,Titan Capital,2000000,,Nexprt Solutions offers end-to-end and 100% customized import solutions.,28.6139391,77.2090212
Ankur capital,2021,Mumbai,Fintech,280000000,Ritu Verma,,40000000,,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,19.0759837,72.8776559
Indifi,2021,Gurugram,Fintech,35000000,"Alok Mittal, Siddharth Mahanot, Sundeep Sahi","Elevar Equity, Accel India",5000000,Debt,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,28.4594965,77.0266383
Bimaplan,2021,Mumbai,Fintech,3500000,Vikul Goyal,"Titan Capital, Y Combinator",500000,Seed,Affordable insurance for the next billion Indians,19.0759837,72.8776559
YAP,2021,Chennai,Fintech,70000000,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital",10000000,Series B,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,13.0826802,80.2707184
Leap Finance,2021,Bangalore,Fintech,119000000,Vaibhav Singh,Jungle Ventures,17000000,Series B,Leap Finance is a fintech startup for Indian students pursuing international higher education,12.9715987,77.5945627
BlackSoil NBFC,2021,Mumbai,Fintech,21000000,Mohinder Pal Bansal,,3000000,,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,19.0759837,72.8776559
OYO,2021,Gurugram,Hospitality,1400000000,Ritesh Agarwal,Hindustan Media Venture,200000000,,OYO operates a branded network of hotels designed to offer standardized stay experiences.,28.4594965,77.0266383
Max Healthcare,2021,New Delhi,Health Care,980000000,Analjit Singh,"Radiant Life Care Private Ltd, Life Healthcare",140000000,,Max Healthcare is one of the leading chain of hospitals in India.,28.6139391,77.2090212
4baseCare,2021,Bangalore,Health Care,14000000,"Hitesh Goswami, Kshitij Rishi","Mount Judi Ventures, growX Ventures, Season Two Ventures",2000000,Pre-series A,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,12.9715987,77.5945627
Ezstays,2021,New Delhi,EdtTech,2800000,"Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",Richard Rekhy,400000,Seed,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",28.6139391,77.2090212
Stylework,2021,Gurugram,Co-working,3500000,Sparsh Khandelwal,Inflection Point Ventures,500000,Pre-series A,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,28.4594965,77.0266383
Kinara Capital,2021,Bangalore,Fintech,42000000,Hardika Shah,"GAWA Capital, Gaja Capital",6000000,,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,12.9715987,77.5945627
Riskcovry,2021,Bangalore,Insurtech,35000000,"Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil","Better Capital, Bharat Inclusion Seed Fund",5000000,Series A,Riskcovry is an "Insurance-in-a-box? model offers a one-stop-shop platform to cater to any business's digital insurance needs.,12.9715987,77.5945627
NODWIN,2021,Gurugram,Gaming,140000000,Gautam Virk,Krafton,20000000,,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,28.4594965,77.0266383
Quizizz,2021,Bangalore,EdtTech,87500000,"Ankit Gupta, Deepak Joy Cheenath","Eight Roads Ventures India, Nexus Venture Partners",12500000,Series A,Quizizz is a Education based startup,12.9715987,77.5945627
Ecom Express,2021,New Delhi,E-commerce,140000000,"K. Satyanarayana, Manju Dhawan, Sanjeev Saxena, T. A. Krishnan","CDC Group, Partners Group",20000000,,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,28.6139391,77.2090212
Turtlemint,2021,Mumbai,Insurtech,315000000,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",Jungle Ventures,45000000,Series D,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,19.0759837,72.8776559
Captain Fresh,2021,Bangalore,Supply Chain Management,21000000,Utham Gowda,"Matrix Partners India, Ankur Capital",3000000,Seed,Captain Fresh is a freshwater fish and seafood supply chain platform.,12.9715987,77.5945627
Northern Arc,2021,Chennai,Fintech,70000000,Kshama Fernandes,"U.S. International Development Finance Corp, Asian Development Bank",10000000,Debt,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,13.0826802,80.2707184
IGL,2021,Mumbai,Gaming,3500000,Yash Pariani,"Hungama, Hindustan Talkies",500000,,Indian Gaming League is the premier eSports platform in India.,19.0759837,72.8776559
AMPM,2021,Gurugram,E-commerce,1400000,Shubham Gupta,Agility Venture Partners,200000,,24*7 convenience store,28.4594965,77.0266383
Cashify,2021,Gurugram,E-commerce,105000000,"Amit Sethi, Mandeep Manocha, Nakul Kumar","Bessemer Venture Partners, CDH Investments",15000000,,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,28.4594965,77.0266383
Questt,2021,Gurugram,EdtTech,7000000,"Akhil Singh, Mohsin, Rohit Pande","Chiratae Ventures, AET Fund",1000000,Seed,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,28.4594965,77.0266383
DealShare,2021,Jaipur,E-commerce,21000000,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Omidyar Network, Falcon Edge Capital",3000000,Debt,DealShare is a Social Commerce Startup,26.9124336,75.7872709
Euler Motors,2021,New Delhi,Electric Vehicle,28000000,Saurav Kumar,"Jetty Ventures, Srinivas Anumolu",4000000,Series A,Electric Light Commercial Vehicle,28.6139391,77.2090212
Blume Ventures,2021,Mumbai,Fintech,280000000,"Karthik Reddy, Sanjay Nath",Avendus,40000000,,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,19.0759837,72.8776559
KoineArth,2021,Bangalore,Blockchain,12600000,Praphul Chandra,YourNest,1800000,Pre-series A,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",12.9715987,77.5945627
ImaginXP,2021,Pune,EdtTech,10500000,Vidhika Rohatgi,Venture Catalysts,1500000,,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,18.5204303,73.8567437
Apna.co,2021,Bangalore,Recruitment,87500000,Nirmit Parikh,"Sequoia Capital India, Rocketship.vc",12500000,,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,12.9715987,77.5945627
Clairco,2021,Bangalore,Cleantech,3500000,Aayush Jha,"Real Estate Accelerator Program (REAP), AngelList",500000,,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,12.9715987,77.5945627
Northern Arc,2021,Chennai,Fintech,350000000,Kshama Fernandes,"Asian Development Bank, U.S. International Development Finance Corp",50000000,Debt,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,13.0826802,80.2707184
Virohan,2021,Gurugram,EdtTech,21000000,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja, Paarul Dudeja","Rebright Partners, Wadhwani Foundation",3000000,Series A,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,28.4594965,77.0266383
BankSathi,2021,New Delhi,Fintech,1400000,Jitendra Dhaka,"Dinesh Godara, Aditya Talwar",200000,Seed,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",28.6139391,77.2090212
BricSpaces,2021,Bangalore,Real estate,2450000,Madhusudhan,Angel investors,350000,Pre-seed,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",12.9715987,77.5945627
ANSR,2021,Bangalore,Consulting,105000000,Lalit Ahuja,"Sistema Asia Capital, Evolvence India Fund",15000000,Series B,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",12.9715987,77.5945627
Magenta EV,2021,Mumbai,Renewable Energy,105000000,"Maxson Lewis, Darryl Dias","JITO Angel Network, LetsVenture",15000000,Series A,Magenta is in the business of Enabling electric mobility & Making electricity clean,19.0759837,72.8776559
Karbon Card,2021,Bangalore,Fintech,7000000,"Amit Jangir, Bo Li, Jianwei Chen, Kartik Jain, Pei-fu Hsieh, Sunil Kumar","MyAsia VC, Orios Venture Partners",1000000,Pre-series A,Karbon Card is a financial platform for Indian entrepreneurs.,12.9715987,77.5945627
Wysa,2021,Bangalore,Artificial Intelligence,35000000,"Jo Aggarwal, Ramakant Vempati","W Health Ventures, Pi Ventures",5000000,Series A,Wysa is an AI conversational agent that has been shown to help improve mental health,12.9715987,77.5945627
Glamplus,2021,Bangalore,SaaS,1400000,Divyanshu Singh,Inflection Point Ventures,200000,Pre-series A,India's #1 SaaS based Salon experience Software,12.9715987,77.5945627
Tekie,2021,Gurugram,EdtTech,10500000,"Anand Verma, Naman Mukund","GSV, Multiply Ventures",1500000,Seed,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",28.4594965,77.0266383
Asirvad Microfinance,2021,Chennai,Fintech,105000000,Raja Vaidyanathan,"WorldBusiness Capital, Northern Arc",15000000,,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,13.0826802,80.2707184
Koo,2021,Bangalore,Media,210000000,"Aprameya Radhakrishna, Mayank Bidawatka","Balaji Srinivasan, Naval Ravikant",30000000,Series B,Koo App operates as a microblogging app.,12.9715987,77.5945627
Mentoria,2021,Mumbai,EdtTech,1400000,"Ashish Arora, Nikhar Arora, Sameer Bhakhri","Pradeep K Jaisingh, Jayant Mehrotra",200000,Pre-series A,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,19.0759837,72.8776559
Cuvette Tech,2021,Bangalore,HR tech,12600000,"Atul Singhal, Sudhanshu Singh","Varun Alagh, Harish Daiya",1800000,Seed,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,12.9715987,77.5945627
Clensta,2021,New Delhi,Biotechnology,4200000,Puneet Gupta,"IAN Fund, World Startup Factory",600000,,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,28.6139391,77.2090212
FarMart,2021,Gurugram,AgriTech,168000000,"Alekh Sanghera, Mehtab Singh Hans","Omidyar Network India, Avaana Capital",24000000,Pre-series A,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,28.4594965,77.0266383
Kodo Card,2021,Mumbai,Fintech,56000000,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator",8000000,Seed,Kodo card is a corporate card for new economy businesses in India.,19.0759837,72.8776559
Get My Parking,2021,New Delhi,Mobility,42000000,"Chirag Jain, Rasik Pansare","IvyCap Ventures, IAN Fund",6000000,,"Get My Parking, is a B2B Platform-as-a-Service company.",28.6139391,77.2090212
Jai Kisan,2021,Mumbai,Fintech,210000000,"Adriel Maniego, Arjun Ahluwalia","The Chatterjee Group, Prophetic Ventures",30000000,Series A,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,19.0759837,72.8776559
Plum,2021,Bangalore,Health Care,105000000,"Abhishek Poddar, Saurabh Arora","Harsh Jain, Lalit Keshre",15000000,Series A,High quality health insurance and health benefits,12.9715987,77.5945627
ThatMate,2021,Satara,Health Care,980000,Nishant Neeraj,"Supriya Kumari, Premanshu Singh",140000,,ThatMate is a sexual and mental wellness app for teens.,17.6804639,74.018261
Klassroom,2021,Mumbai,EdtTech,1400000,Alka Javeri,ah! Ventures,200000,Pre-series A,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,19.0759837,72.8776559
Convin,2021,Bangalore,SaaS,2100000,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala",300000,Pre-seed,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,12.9715987,77.5945627
Disruptium,2021,Ahmadabad,Consulting,1400000,"Yash Shah, Kapil Mathrani, Ishit Desai",Pravesh Mehta,200000,,A consultancy platform for startups,23.022505,72.5713621
MedTel Healthcare,2021,Orissia,Health Care,35000000,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",,5000000,Pre-series A,An aggregator for Digital Health Clinics in low resource settings.,,
Pickright Technologies,2021,Bangalore,Fintech,1400000,"Namandeep Bhatia, Archana E","Gaurav Gupta, Vivek Srivatsav",200000,,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,12.9715987,77.5945627
BharatPe,2021,New Delhi,Fintech,42000000,"Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners",6000000,Debt,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",28.6139391,77.2090212
RuleZero,2021,Bangalore,Technology,7000000,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures",1000000,Seed,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,12.9715987,77.5945627
Rubix Data Sciences,2021,Mumbai,Information Technology,5600000,Mohan Ramaswamy,,800000,Seed,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",19.0759837,72.8776559
Locobuzz,2021,Mumbai,Analytics,28000000,Vishal Agrawal,Yuj Ventures,4000000,Series A,LocoBuzz is an analytics-based integrated marketing platform.,19.0759837,72.8776559
We Founder Circle,2021,Mumbai,Fintech,14000000,Neeraj Tyagi,Geekster,2000000,Pre-seed,"A global platform of founders for founders offering investment, network and business opportunities.",19.0759837,72.8776559
Haqdarshak,2021,Jaipur,Financial Services,5600000,"Aniket Doegar, Asha Krishnan, PR Ganapathy","Manish Subramaniam, Upaya Social Ventures",800000,Pre-series A,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,26.9124336,75.7872709
